"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"부산광역시 재난현장관리단",부산광역시 해운대구 해운대해변로 84,부산광역시 해운대구 우동 1393,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.160915,129.1405557,2019-10-31
"부산광역시 재난현장관리단",부산광역시 해운대구 청사포로128번길 18(중동),부산광역시 해운대구 중동 591-9,재난재해,1,200,100m이내,30,2016-11,051-888-3072,35.16066488,129.1915227,2019-10-31
"부산광역시 재난현장관리단",부산광역시 해운대구 청사포로128번길 18(중동),부산광역시 해운대구 중동 591-9,재난재해,1,200,100m이내,30,2016-11,051-888-3072,35.16066488,129.1915227,2019-10-31
"부산광역시 재난현장관리단",부산광역시 해운대구 청사포로128번길 18(중동),부산광역시 해운대구 중동 591-11,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.16066488,129.1915227,2019-10-31
"부산광역시 재난현장관리단",부산광역시 해운대구 청사포로128번길 18(중동),부산광역시 해운대구 중동 591-17,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.16066488,129.1915227,2019-10-31
"부산광역시 재난현장관리단",부산광역시 해운대구 우동2로14번길 6-2(우동),부산광역시 해운대구 우동 1447,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.1660598,129.1610987,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 해운대구 반여동 산4-20,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.235020,129.089000,2019-10-31
"부산광역시 재난현장관리단",부산광역시 중구 중구로 120,부산광역시 중구 대청동1가 1-4,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.10622698,129.0323731,2019-10-31
"부산광역시 재난현장관리단",부산광역시 영도구 해양로 259(동삼동),부산광역시 영도구 동삼동 175-2 하수처리장 옥상,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.08505207,129.077924,2019-10-31
"부산광역시 재난현장관리단",부산광역시 영도구 태종로 423,부산광역시 영도구 청학동 48-3,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.0912179,129.0679102,2019-10-31
"부산광역시 재난현장관리단",부산광역시 영도구 절영로 180-1(영선동4가),부산광역시 영도구 영선동4가 186-106,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.0729558,129.0630068,2019-10-31
"부산광역시 재난현장관리단",부산광역시 영도구 절영로 180-1(영선동4가),부산광역시 영도구 영선동4가 186-106,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.0729558,129.0630068,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 영도구 동삼동 1-12 해양대학교 안,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.07963333,129.0958361,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 영도구 청학동 131-2,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.093233,129.061344,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 영도구 동삼2동 산191-1 공중화장실 옆,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.250278,129.056000,2019-10-31
"부산광역시 재난현장관리단",부산광역시 영도구 태종로 727,부산광역시 영도구 동삼동 1,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.07440777,129.0873486,2019-10-31
"부산광역시 재난현장관리단",부산광역시 영도구 해양로 207,부산광역시 영도구 동삼동 201-10,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.0882968,129.073422,2019-10-31
"부산광역시 재난현장관리단",부산광역시 영도구 해양로 128,부산광역시 영도구 청학동 1-74,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.093546,129.0674828,2019-10-31
"부산광역시 재난현장관리단",부산광역시 수영구 황령대로481번길 60-3,부산광역시 남구 남천2동 1 남천해변공원 하수펌프장 옆,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.14044206,129.109575,2019-10-31
"부산광역시 재난현장관리단",부산광역시 수영구 광안해변로54번길 222(남천동),부산광역시 수영구 남천동 148-14,재난재해,1,200,100m이내,30,2016-11,051-888-3072,35.14614518,129.1153264,2019-10-31
"부산광역시 재난현장관리단",부산광역시 수영구 광남로48번길 5(남천동),부산광역시 수영구 남천동 563,재난재해,1,200,100m이내,30,2016-11,051-888-3072,35.1467994,129.1123327,2019-10-31
"부산광역시 재난현장관리단",부산광역시 수영구 광남로48번길 5(남천동),부산광역시 수영구 남천동 563,재난재해,1,200,100m이내,30,2016-11,051-888-3072,35.1467994,129.1123327,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 서구 암남동 626-38 동원냉장 앞 사면지대,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.066758,129.011300,2019-10-31
"부산광역시 재난현장관리단",부산광역시 서구 암남로94번길 83(암남동),부산광역시 서구 암남동 123-30 어촌회관 옥상,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.07387612,129.0126283,2019-10-31
"부산광역시 재난현장관리단",부산광역시 서구 암남공원로14번길 35-5(암남동),부산광역시 서구 암남동 696 항만관리소 현장사무실 옥상,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.07522462,129.0139111,2019-10-31
"부산광역시 재난현장관리단",부산광역시 서구 암남공원로 179-22(암남동),부산광역시 서구 암남동 암남공원 620-27 암남공원 테니스장 인근,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.06253639,129.020386,2019-10-31
"부산광역시 재난현장관리단",부산광역시 서구 꽃마을로163번길 233-109(서대신동3가),부산광역시 서구 서대신동 3가 산18-7,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.12234482,128.9998027,2019-10-31
"부산광역시 재난현장관리단",부산광역시 사하구 하신중앙로 236-1(하단동),부산광역시 사하구 하단동 870-312,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.09970872,128.9615505,2019-10-31
"부산광역시 재난현장관리단",부산광역시 사하구 을숙도대로 466(신평동),부산광역시 사하구 신평2동 659-2 강변사업소 탈수기동 옥상,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.08334392,128.9565934,2019-10-31
"부산광역시 재난현장관리단",부산광역시 사하구 원양로356번길 6(감천동),부산광역시 사하구 감천동 224 회센터 앞,재난재해,1,200,100m이내,30,2012-08,051-888-3072,35.08222408,129.0065757,2019-10-31
"부산광역시 재난현장관리단",부산광역시 사하구 몰운대1길 52(다대동),부산광역시 사하구 다대동 482 다대임해봉사센터 옥상,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.0452132,128.9690304,2019-10-31
"부산광역시 재난현장관리단",부산광역시 사하구 다대동로 30,부산광역시 사하구 다대동 820-2 다대수협 폐수처리장 옥상,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.05636449,128.9720293,2019-10-31
"부산광역시 재난현장관리단",부산광역시 사하구 낙동남로 1361,부산광역시 사하구 하단동 870-89 곽요양병원 옆 골목 입구,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.10651714,128.9607179,2019-10-31
"부산광역시 재난현장관리단",부산광역시 사하구 괴정로232번길 20(괴정동),부산광역시 사하구 괴정동 555-42 골목사거리 미장원 앞(비디오서버),재난재해,1,200,100m이내,30,2012-08,051-888-3072,35.09598712,128.9864167,2019-10-31
"부산광역시 재난현장관리단",부산광역시 사하구 감천항로405번길 24(구평동),부산광역시 사하구 구평동 496-1 감천항 서방파제 입구,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.05601136,128.9966929,2019-10-31
"부산광역시 재난현장관리단",부산광역시 사하구 감천항로 455(구평동),부산광역시 사하구 구평동 481-1,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.0533339,128.995545,2019-10-31
"부산광역시 재난현장관리단",부산광역시 사하구 감천항로 399(구평동),부산광역시 사하구 구평동 472-4 일원,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.05815772,128.995943,2019-10-31
"부산광역시 재난현장관리단",부산광역시 사하구 몰운대1길 14,부산광역시 사하구 다대동 1674,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.04724819,128.9669139,2019-10-31
"부산광역시 재난현장관리단",부산광역시 사상구 운산로15,부산광역시 사상구 삼락동 418-20,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.16963012,128.9788087,2019-10-31
"부산광역시 재난현장관리단",부산광역시 사상구 대동로 155(학장동),부산광역시 사상구 학장동 611 하천변 (학장천),재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.14140102,128.9834745,2019-10-31
"부산광역시 재난현장관리단",부산광역시 사상구 강변대로532번길 71(감전동),부산광역시 사상구 감전동 516 엄궁 배수펌프장 1.,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.13213608,128.9698271,2019-10-31
"부산광역시 재난현장관리단",부산광역시 사상구 강변대로532번길 71(감전동),부산광역시 사상구 감전동 516 엄궁 배수펌프장 2.,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.13213608,128.9698271,2019-10-31
"부산광역시 재난현장관리단",부산광역시 북구 시랑로24번가길 11(구포동),부산광역시 북구 구포2동 1054 구포대교 밑,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.20298127,129.0039741,2019-10-31
"부산광역시 재난현장관리단",부산광역시 북구 대천천길 65,부산광역시 북구 화명동 256 화명초등학교 앞,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.24227196,129.0180737,2019-10-31
"부산광역시 재난현장관리단",부산광역시 북구 낙동대로1739번길 38(덕천동),부산광역시 북구 덕천동 723 배수펌프장 옥상,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.21198146,129.0022715,2019-10-31
"부산광역시 재난현장관리단",부산광역시 북구 낙동대로 1773(구포동),부산광역시 북구 구포1동 166 구포배수펌프장 1.,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.2098385,129.003251,2019-10-31
"부산광역시 재난현장관리단",부산광역시 북구 낙동대로 1773(구포동),부산광역시 북구 구포1동 166 구포배수펌프장 2.,재난재해,1,200,100m이내,30,2010-10,051-888-3072,35.2098385,129.003251,2019-10-31
"부산광역시 재난현장관리단",부산광역시 북구 금곡대로123번길 27,부산광역시 북구 덕천동 554,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.21949571,129.0062777,2019-10-31
"부산광역시 재난현장관리단",부산광역시 북구 금곡대로 348(화명동),부산광역시 북구 화명동 1531 하천변 (대천천),재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.23929423,129.0144147,2019-10-31
"부산광역시 재난현장관리단","부산광역시 동구 자성로108번길 19(범일동, 자성대아파트)",부산광역시 동구 범일2동 825-43 자성대아파트 입구 A동,재난재해,1,200,100m이내,30,2012-08,051-888-3072,35.13519444,129.0634167,2019-10-31
"부산광역시 재난현장관리단",부산광역시 동구 성북로36번길 54,부산광역시 동구 범일동 산81-28,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.13806421,129.0524328,2019-10-31
"부산광역시 재난현장관리단",부산광역시 동구 구청로1,부산광역시 동구 수정동 806-74,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.12929577,129.0452977,2019-10-31
"부산광역시 재난현장관리단",부산광역시 남구 유엔로 230(대연동),부산광역시 남구 대연3동 565-1 대천사거리,재난재해,1,200,100m이내,30,2012-08,051-888-3072,35.12992192,129.1011776,2019-10-31
"부산광역시 재난현장관리단",부산광역시 남구 용호로 137(용호동),부산광역시 남구 용호3동 371-11 사거리 성호빌딩 앞,재난재해,1,200,100m이내,30,2012-08,051-888-3072,35.11993939,129.1124461,2019-10-31
"부산광역시 재난현장관리단",부산광역시 남구 분포로 66-38(용호동),부산광역시 남구 용호3동 5-5 용호부두 사무실 옥상,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.13206317,129.1199991,2019-10-31
"부산광역시 재난현장관리단",부산광역시 남구 북항로 187(감만동),부산광역시 남구 감만1동 626-1 감만부두,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.10952557,129.0734217,2019-10-31
"부산광역시 재난현장관리단",부산광역시 남구 백운포로 108(용호동),부산광역시 남구 용호4동 895-3 백운포 방파제 앞,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.10417345,129.1095082,2019-10-31
"부산광역시 재난현장관리단",부산광역시 남구 동명로101번길 57-46(용호동),부산광역시 남구 용호동 산54-6,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.12253217,129.1045151,2019-10-31
"부산광역시 재난현장관리단",부산광역시 남구 남동천로 38(문현동),부산광역시 남구 문현동 791 하천변 (동천),재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.13993421,129.0662633,2019-10-31
"부산광역시 재난현장관리단",부산광역시 기장군 철마면 임기1길 33-7,부산광역시 기장군 철마면 임기리 670-4 임기교회 또는 임기슈퍼 교각,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.32006277,129.1189816,2019-10-31
"부산광역시 재난현장관리단",부산광역시 기장군 철마면 이곡길 100,부산광역시 기장군 철마면 이곡리 546-1 이곡마을회관,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.27522228,129.178826,2019-10-31
"부산광역시 재난현장관리단",부산광역시 기장군 장안읍 임랑해안길 14-1,부산광역시 기장군 장안읍 임랑리 145-7 공중화장실 옥상,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.31600242,129.2620669,2019-10-31
"부산광역시 재난현장관리단",부산광역시 기장군 장안읍 용소길 48,부산광역시 기장군 장안읍 용소리 70-4 용소마을회관 앞 교각,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.34393075,129.2457595,2019-10-31
"부산광역시 재난현장관리단",부산광역시 기장군 장안읍 오리길 69-12,부산광역시 기장군 장안읍 오리 285-2 태양교 앞,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.36919608,129.2682153,2019-10-31
"부산광역시 재난현장관리단",부산광역시 기장군 일광면 이동길 43,부산광역시 기장군 일광면 이천리 170 이동마을회관 옥상,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.27258403,129.2471611,2019-10-31
"부산광역시 재난현장관리단",부산광역시 기장군 일광면 상리길 132-82,부산광역시 기장군 일광면 원리 산138-6,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.30324327,129.2257318,2019-10-31
"부산광역시 재난현장관리단",부산광역시 기장군 일광면 동백길 35-7,부산광역시 기장군 일광면 동백길 35-7 크린포스방역청소 앞 교각,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.29014926,129.2548584,2019-10-31
"부산광역시 재난현장관리단",부산광역시 기장군 기장읍 동암해안길 45,부산광역시 기장군 기장읍 시랑리 137번지,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.19617708,129.2246987,2019-10-31
"부산광역시 재난현장관리단",부산광역시 기장군 기장읍 기장해안로 940,부산광역시 기장군 기장읍 죽성리 380-2 월전마을회관 옥상,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.23854313,129.2427174,2019-10-31
"부산광역시 재난현장관리단",부산광역시 기장군 기장읍 공수1길 18,부산광역시 기장군 기장읍 시랑리 651 공수마을경로당 옥상,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.1846300003,129.211423,2019-10-31
"부산광역시 재난현장관리단",부산광역시 기장군 장안읍 기룡1길 40-15,부산광역시 기장군 장안읍 기룡리 664 선녀와 나무꾼 옆 교각,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.35614563,129.2494636,2019-10-31
"부산광역시 재난현장관리단",부산광역시 기장군 일광면 칠암길 6-9,부산광역시 기장군 일광면 칠암리 50 칠암마을 회관 옥상,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.29742585,129.2593381,2019-10-31
"부산광역시 재난현장관리단",부산광역시 강서구 낙동남로 791(녹산동),부산광역시 강서구 녹산동 1273-1 녹산수문관리소 옥상,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.1203100,128.897318,2019-10-31
"부산광역시 재난현장관리단",부산광역시 강서구 가덕해안로1208번가길 26-6(대항동),부산광역시 강서구 대항동 393-5 대항광장,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.01266638,128.8284644,2019-10-31
"부산광역시 재난현장관리단",부산광역시 강서구 가덕해안로 795(천성동),부산광역시 강서구 천성동 608번지 9통 회관 옥상,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.02736258,128.815801,2019-10-31
"부산광역시 재난현장관리단",부산광역시 강서구 가덕해안로 1169번길 58-10,부산광역시 강서구 대항동 86-2,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.0137836,128.834365,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 부산진구 문현동 721-6,재난재해,1,200,100m이내,30,2016-11,051-888-3072,35.144827,129.063524,2019-10-31
"부산광역시 재난현장관리단",부산광역시 부산진구 진남로283번길 33(전포동),부산광역시 부산진구 전포동 산 65-3,재난재해,1,200,100m이내,30,2016-11,051-888-3072,35.1495047,129.0721624,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 금정구 금사동 14 하천변,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.216493,129.117998,2019-10-31
"부산광역시 재난현장관리단",부산광역시 금정구 산성로 452,부산광역시 금정구 금성동 554-3 금성동주민센터,재난재해,1,200,100m이내,30,2017-12,051-888-3072,35.2503218,129.056194,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 동래구 수안동 607-12,재난재해,1,200,100m이내,30,2014-08,051-888-3072,35.201477,129.079290,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 동래구 수안동 607-12,재난재해,1,200,100m이내,30,2014-08,051-888-3072,35.201477,129.079290,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 동래구 수안동 17-4,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.193802,129.090672,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 동래구 안락동 125,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.1909411,129.1070808,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 동래구 안락동 125(원플러스원 앞),재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.1913795,129.1029582,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 동래구 수안동 17-4(연안교 다리 하부),재난재해,1,200,100m이내,30,2014-08,051-888-3072,35.1936766,129.0910707,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 동래구 수안동 17-4(연안교 다리 하부),재난재해,1,200,100m이내,30,2014-08,051-888-3072,35.1936679,129.0914891,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 동래구 수안동 709-1,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.1931866,129.0909128,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 동래구 수안동 16,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.1943512,129.0879843,2019-10-31
"부산광역시 재난현장관리단",부산광역시 동래구 온천천로 288,부산광역시 동래구 수안동 50-2,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.195459,129.085055,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 동래구 수안동 709-1(무궁화아파트B동앞),재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.198000,129.0822653,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 동래구 수안동 709-1(한전아파트 앞),재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.199705,129.080386,2019-10-31
"부산광역시 재난현장관리단",부산광역시 동래구 중앙대로 1324,부산광역시 동래구 온천동 527(다리위),재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.2039068,129.0784015,2019-10-31
"부산광역시 재난현장관리단",부산광역시 동래구 중앙대로 1520,부산광역시 동래구 온천동 1750-1,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.2135235,129.0801377,2019-10-31
"부산광역시 재난현장관리단",부산광역시 동래구 중앙대로 1342,부산광역시 동래구 명륜동 744,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.20707356,129.0782974,2019-10-31
"부산광역시 재난현장관리단",부산광역시 동래구 중앙대로 1520,부산광역시 동래구 온천동 1750-1(동래중학교 앞),재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.2135235,129.0801377,2019-10-31
"부산광역시 재난현장관리단",부산광역시 동래구 중앙대로 1414,부산광역시 동래구 온천동 489-4,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.21257153,129.0797113,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 동래구 명륜동 721-2(명륜동역 주차장),재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.213856,129.080950,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 동래구 명륜동 1-24(가죽공방 앞),재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.216870,129.084273,2019-10-31
"부산광역시 재난현장관리단",부산광역시 동래구 중앙대로 1520,부산광역시 동래구 온천동 1750-1(남측 큰도로 방향),재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.2135235,129.0801377,2019-10-31
"부산광역시 재난현장관리단",부산광역시 동래구 온천장로 91,부산광역시 동래구 온천동 169-22,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.21942005,129.0828686,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 동래구 온천동 1750-24,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.215961,129.080093,2019-10-31
"부산광역시 재난현장관리단",부산광역시 동래구 충렬대로 144,부산광역시 동래구 온천동 1441-1,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.2051756,129.0756799,2019-10-31
"부산광역시 재난현장관리단",부산광역시 동래구 충렬대로238번가길 25-10,부산광역시 동래구 수안동 110-6,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.19997061,129.086368,2019-10-31
"부산광역시 재난현장관리단",부산광역시 동래구 온천천로339번길 10,부산광역시 동래구 낙민동 79-1,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.19446973,129.090543,2019-10-31
"부산광역시 재난현장관리단",부산광역시 동래구 명륜로207번길 26,부산광역시 동래구 명륜동 700-200,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.21248571,129.081546,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 동래구 수안동 702-6,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.197777,129.082707,2019-10-31
"부산광역시 재난현장관리단",부산광역시 동래구 중앙대로 1414,부산광역시 동래구 온천동 489-4,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.21257153,129.079721,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 동래구 명륜동 2-25,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.217795,129.084935,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 동래구 수안동 67-6,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.197244,129.083029,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 동래구 수안동 17-1,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.193744,129.091633,2019-10-31
"부산광역시 재난현장관리단",부산광역시 연제구 온천천남로 88,부산광역시 연제구 연산동 386-31,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.191066,129.0999893,2019-10-31
"부산광역시 재난현장관리단",부산광역시 연제구 온천천남로 39,부산광역시 연제구 연산동 503-1,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.19248076,129.095126,2019-10-31
"부산광역시 재난현장관리단",부산광역시 연제구 과정로192번길 13,부산광역시 연제구 연산동 396-30,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.18857424,129.106258,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 동래구 온천동 1829,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.222000,129.087111,2019-10-31
"부산광역시 재난현장관리단",부산광역시 금정구 장전온천천로 48,부산광역시 금정구 장전동 655-9,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.2296176,129.0893411,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 금정구 부곡동 454-10,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.226708,129.088814,2019-10-31
"부산광역시 재난현장관리단",부산광역시 금정구 장전온천천로 48,부산광역시 금정구 장전동 427,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.229686,129.0893411,2019-10-31
"부산광역시 재난현장관리단",부산광역시 금정구 장전온천천로 83,부산광역시 금정구 장전동 394-4,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.23237407,129.0887748,2019-10-31
"부산광역시 재난현장관리단",부산광역시 금정구 장전온천천로 95,부산광역시 금정구 장전동 392-5,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.233454,129.0890916,2019-10-31
"부산광역시 재난현장관리단",부산광역시 금정구 장전온천천로 113,부산광역시 금정구 장전동 364-8,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.23492431,129.0888797,2019-10-31
"부산광역시 재난현장관리단",부산광역시 금정구 장전온천천로 144,부산광역시 금정구 장전동 242,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.23809095,129.0881481,2019-10-31
"부산광역시 재난현장관리단",부산광역시 금정구 구서온천천로 17,부산광역시 금정구 장전동 60-13,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.24157357,129.088542,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 금정구 구서동474-2,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.242818,129.090124,2019-10-31
