"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"부산광역시 재난현장관리단",부산광역시 금정구 금정로233번길21,부산광역시 금정구 구서동 415-8,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.245593,129.0906471,2019-10-31
"부산광역시 재난현장관리단",부산광역시 금정구 금정로233번길46,부산광역시 금정구 구서동 475,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.24726797,129.0912923,2019-10-31
"부산광역시 재난현장관리단",부산광역시 금정구 금단로 123-13,부산광역시 금정구 남산동 32-8,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.260098,129.0920029,2019-10-31
"부산광역시 재난현장관리단",부산광역시 금정구 중앙대로1964,부산광역시 금정구 남산동 10-1,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.2596671,129.091605,2019-10-31
"부산광역시 재난현장관리단",부산광역시 금정구 중앙대로2019-1,부산광역시 금정구 남산동 136-1,재난재해,1,200,100m이내,30,2015-12,051-888-3072,35.26527359,129.0924979,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 금정구 회동동 517-23,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.230903,129.124692,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 금정구 회동동 517-27,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.22866839,129.1243947,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 금정구 금사동 37-14,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.22145149,129.1159924,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 해운대구 반여동 1502-34,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.211743,129.121330,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 해운대구 반여동 1477-4,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.19463975,129.1156304,2019-10-31
"부산광역시 재난현장관리단",부산광역시 강서구 낙동북로 477,부산광역시 강서구 대저1동 2300 강서구청,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.212244,128.9805838,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 강서구 지사동 1249,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.149951,128.821807,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 남구 대연동 615-5,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.1295922,129.1050127,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 강서구 대저2동 2020-8,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.180167,128.955819,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 금정구 두구동 1520-1,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.291896,129.101952,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 부산진구 부전동 560-5,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.15123303,129.0562001,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 사상구 괘법동 578-1,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.159960,128.978081,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 사상구 감전동 174,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.15553701,128.991266,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 사하구 다대동 681-9,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.054682,128.971255,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 금정구 선동 1017-15,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.264524,129.103653,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 북구 금곡동 1835,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.244388,129.009080,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 기장군 일광면 학리 251-13,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.260641,129.247380,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 기장군 일광면 학리 251-20,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.260014,129.247754,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 영도구 남항동3가 141-218,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.085022,129.035001,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 영도구 남항동3가 141-218,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.084320,129.035838,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 영도구 남항동3가 141-218,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.083381,129.036943,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 영도구 남항동3가 141-218,재난재해,1,200,100m이내,30,2018-12,051-888-3072,35.082467,129.038059,2019-10-31
"부산광역시 재난현장관리단",부산광역시 중구 용미길9번길 6-14,부산광역시 중구 남포동1가 62-29,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.0966499561,129.035126569,2019-10-31
"부산광역시 재난현장관리단",부산광역시 서구 송도해변로 131,부산광역시 서구 암남동 145-2,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.0779548644,129.021187084,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 서구 암남동 123-20,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.078129,129.024698,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 영도구 동삼동 639-13,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.068310,129.065467,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 남구 용호동 산 196-4,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.099402,129.123072,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 남구 용호동 962,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.134875,129.112779,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 해운대구 송정동 288-56,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.180118,129.207203,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 사하구 하단동 1165-1,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.104191,128.956359,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 사하구 하단동 1162,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.114164,128.958615,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 사하구 다대동 1525,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.070088,128.953020,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 사하구 다대동 1543,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.049749,128.960280,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 사하구 다대동 120-8,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.057420,128.978774,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 강서구 눌차동 141-18,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.0621898834,128.847965,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 강서구 동선동 201-26,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.054882,128.848020,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 강서구 가덕도동 1344-4,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.033511,128.809993,2019-10-31
"부산광역시 재난현장관리단",부산광역시 강서구 녹산산단382로60번길 2,부산광역시 강서구 송정동 1769-4,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.083923877,128.858832,2019-10-31
"부산광역시 재난현장관리단",부산광역시 강서구 명지새동네길1번길 84,부산광역시 강서구 명지동 3208-5,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.108716,128.932056126,2019-10-31
"부산광역시 재난현장관리단",부산광역시 기장군 장안읍 월내해안길 66,부산광역시 기장군 장안읍 월내리 132-142,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.325172,129.276779,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 기장군 기장읍 연화리 297-7,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.214704,129.224797,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 기장군 기장읍 죽성리 134-12,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.239711,129.247837,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 기장군 일광면 동백리 285-32,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.282443,129.258618,2019-10-31
"부산광역시 재난현장관리단",,부산광역시 기장군 장안읍 임랑리 1-49,재난재해,1,200,100m이내,30,2019-06,051-888-3072,35.320553,129.266504,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 사상구 감전동 123-6,교통정보수집,1,120,통과차량번호판,1,2014-10,051-600-0200,35.15719513,128.979394,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 사상구 주례동 694,교통정보수집,1,120,통과차량번호판,1,2014-10,051-600-0200,35.152817,129.009533,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 부산진구 개금동 273-2,교통정보수집,2,120,통과차량번호판,1,2014-10,051-600-0200,35.154016,129.017010,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 남구 우암동 246-6,교통정보수집,2,120,통과차량번호판,1,2014-10,051-600-0200,35.121655,129.077972,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 남구 우암동 265-2,교통정보수집,2,120,통과차량번호판,1,2014-10,051-600-0200,35.123417,129.072071,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 부산진구 범천동 943-1,교통정보수집,1,120,통과차량번호판,1,2014-10,051-600-0200,35.150337,129.060004,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 부산진구 부전동 575,교통정보수집,1,120,통과차량번호판,1,2014-10,051-600-0200,35.150596,129.061517,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 부산진구 개금동 444-6,교통정보수집,2,120,통과차량번호판,1,2014-10,051-600-0200,35.161841,129.041170,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 남구 문현동 682,교통정보수집,1,200,통과차량번호판,1,2016-09,051-600-0200,35.141469,129.067131,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 남구 문현동 774-4,교통정보수집,1,200,통과차량번호판,1,2016-09,051-600-0200,35.143525,129.066662,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 사상구 주례동 231-11,교통정보수집,1,200,통과차량번호판,1,2016-09,051-600-0200,35.152257,129.006474,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 부산진구 전포동 380-1,교통정보수집,3,200,통과차량번호판,1,2016-09,051-600-0200,35.150446,129.068284,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 부산진구 전포동 380-1,교통정보수집,3,200,통과차량번호판,1,2016-09,051-600-0200,35.150446,129.068284,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 수영구 망미동 41-2,교통정보수집,1,200,통과차량번호판,1,2018-08,051-600-0200,35.181194,129.115817,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 금정구 금사동 11-1,교통정보수집,1,200,통과차량번호판,1,2018-08,051-600-0200,35.216906,129.118045,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 금정구 오륜동 산 168-2,교통정보수집,2,200,통과차량번호판,1,2018-08,051-600-0200,35.241482,129.109576,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 금정구 오륜동 산 168-2,교통정보수집,2,200,통과차량번호판,1,2018-08,051-600-0200,35.241307,129.109923,2019-10-31
"부산광역시 교통정보서비스센터",부산광역시 서구 자갈치로 14-11,부산광역시 서구 충무동1가 43-1 신창경로당,교통정보수집,1,200,360도전방면,30,2011-06,051-600-0200,35.09590657,129.0261389,2019-10-31
"부산광역시 교통정보서비스센터",부산광역시 중구 자갈치로47번길 5(남포동5가),부산광역시 중구 남포동5가 50,교통정보수집,1,130,360도전방면,30,2012-06,051-600-0200,35.09783657,129.0292284,2019-10-31
"부산광역시 교통정보서비스센터",부산광역시 중구 구덕로 4-1(광복동1가),부산광역시 중구 광복동1가 41,교통정보수집,1,200,360도전방면,30,2018-07,051-600-0200,35.09826728,129.0349826,2019-10-31
"부산광역시 교통정보서비스센터",부산광역시 중구 대교로 140(중앙동5가),부산광역시 중구 중앙동5가 17(중앙대로),교통정보수집,1,200,360도전방면,30,2017-08,051-600-0200,35.1030617,129.0365816,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 중구 영주1동 614(중앙대로),교통정보수집,1,41,360도전방면,30,2009-06,051-600-0200,35.11184984,129.0379546,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 동구 초량2동 1207(중앙대로),교통정보수집,1,200,360도전방면,30,2018-07,051-600-0200,35.1154936,129.0396493,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 동구 초량3동 1147(중앙대로),교통정보수집,1,41,360도전방면,30,2010-05,051-600-0200,35.11999287,129.0421799,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 동구 좌천1동 120(중앙대로),교통정보수집,1,41,360도전방면,30,2011-06,051-600-0200,35.13311902,129.053472,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 부산진구 범천1동 887(조방로),교통정보수집,1,130,360도전방면,30,2012-06,051-600-0200,35.14198229,129.0591609,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 부산진구 범천1동 945(범일로),교통정보수집,1,200,360도전방면,30,2015-08,051-600-0200,35.1472992,129.0590261,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 부산진구 부전2동 254(중앙로),교통정보수집,1,200,360도전방면,30,2017-08,051-600-0200,35.15460888,129.0589525,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 부산진구 부전2동 156(가야대로),교통정보수집,1,200,360도전방면,30,2015-08,051-600-0200,35.15756543,129.0593068,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 부산진구 부전1동 22(거제대로),교통정보수집,1,200,360도전방면,30,2018-07,051-600-0200,35.16408136,129.0639073,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 부산진구 양정1동 402(거제대로),교통정보수집,1,41,360도전방면,30,2010-05,051-600-0200,35.16813121,129.0676559,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 부산진구 양정1동 309(거제대로),교통정보수집,1,200,360도전방면,30,2018-07,051-600-0200,35.17286541,129.070901,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 연제구 연산5동 1000(중앙대로),교통정보수집,1,41,360도전방면,30,2011-06,051-600-0200,35.17886635,129.0756823,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 연제구 연산동 739(중앙대로),교통정보수집,1,200,360도전방면,30,2018-07,051-600-0200,35.18629076,129.0817822,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 연제구 거제1동 134(중앙대로),교통정보수집,1,130,360도전방면,30,2012-06,051-600-0200,35.19576456,129.0801851,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 동래구 온천2동 485(중앙대로),교통정보수집,1,130,360도전방면,30,2012-06,051-600-0200,35.21187099,129.0784466,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 동래구 온천1동 172(중앙대로),교통정보수집,1,130,360도전방면,30,2014-06,051-600-0200,35.21809384,129.0841865,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 금정구 장전동 417(금정로),교통정보수집,1,200,360도전방면,30,2015-08,051-600-0200,35.23115524,129.0863218,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 금정구 부곡2동 266(금정로),교통정보수집,1,41,360도전방면,30,2011-06,051-600-0200,35.23073578,129.0915663,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 금정구 구서동 83-9(중앙대로),교통정보수집,1,130,360도전방면,30,2013-06,051-600-0200,35.24657846,129.0929674,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 금정구 남산동 273(중앙대로),교통정보수집,1,200,360도전방면,30,2015-08,051-600-0200,35.26674216,129.0929312,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 금정구 노포동 산80(중앙대로),교통정보수집,1,200,360도전방면,30,2016-09,051-600-0200,35.2889569,129.0966079,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 금정구 구서동 107-2(중앙대로),교통정보수집,1,41,360도전방면,30,2009-06,051-600-0200,35.25366327,129.1002712,2019-10-31
"부산광역시 교통정보서비스센터",부산광역시 동구 범일로53번길 25(범일동),부산광역시 동구 범일동 252(범일로),교통정보수집,1,200,360도전방면,30,2017-08,051-600-0200,35.13013729,129.0597758,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 남구 우암동 55-2(북항로),교통정보수집,1,130,360도전방면,30,2013-06,051-600-0200,35.12436169,129.0791131,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 부산진구 전포동 864-1(중앙대로),교통정보수집,1,130,360도전방면,30,2014-05,051-600-0200,35.16511561,129.0669354,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 부산진구 개금1동 476(가야대로),교통정보수집,1,130,360도전방면,30,2012-06,051-600-0200,35.15343574,129.0202531,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 사상구 주례1동 476(가야대로),교통정보수집,1,41,360도전방면,30,2011-06,051-600-0200,35.150046,129.000244,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 부산진구 가야동 251(가야대로),교통정보수집,1,41,360도전방면,30,2009-06,051-600-0200,35.15429278,129.0323168,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 부산진구 가야동 251(가야대로),교통정보수집,1,200,360도전방면,30,2016-09,051-600-0200,35.15424875,129.0323898,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 동구 범일동 282-7(범일로),교통정보수집,1,130,360도전방면,30,2013-06,051-600-0200,35.13735152,129.0637231,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 남구 문현1동 807(자성로),교통정보수집,1,200,360도전방면,30,2018-07,051-600-0200,35.13715462,129.0677387,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 남구 대연1동 1746(수영로),교통정보수집,1,130,360도전방면,30,2012-06,051-600-0200,35.13500185,129.0916947,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 남구 대연동 72(수영로),교통정보수집,1,130,360도전방면,30,2013-06,051-600-0200,35.13703742,129.0995685,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 남구 대연3동 29(수영로),교통정보수집,1,200,360도전방면,30,2015-08,051-600-0200,35.13971977,129.1053283,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 수영구 남천동 25(수영로),교통정보수집,1,41,360도전방면,30,2011-06,051-600-0200,35.143795,129.109468,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 수영구 광안동 1071(수영로),교통정보수집,1,200,360도전방면,30,2017-08,051-600-0200,35.16761354,129.1143329,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 수영구 민락동 186,교통정보수집,1,200,360도전방면,30,2016-09,051-600-0200,35.1585984,129.1211112,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 남구 대연동 627(신선로),교통정보수집,1,130,360도전방면,30,2014-06,051-600-0200,35.12970257,129.1058958,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 수영구 남천동 545(황령대로),교통정보수집,1,200,360도전방면,30,2018-07,051-600-0200,35.13745634,129.1098446,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 남구 용당동 483-13,교통정보수집,1,130,360도전방면,30,2013-06,051-600-0200,35.12109452,129.0987396,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 남구 대연동 999(유엔로),교통정보수집,1,41,360도전방면,30,2011-06,051-600-0200,35.13007706,129.0926053,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 남구 문현동 1117(우암로),교통정보수집,1,130,360도전방면,30,2012-06,051-600-0200,35.13009879,129.0666663,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 부산진구 양정3동 386(거제대로),교통정보수집,1,200,360도전방면,30,2018-07,051-600-0200,35.17487159,129.0678047,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 연제구 거제동 905(월드컵대로),교통정보수집,1,200,360도전방면,30,2016-09,051-600-0200,35.19113797,129.0672482,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 동래구 사직동 102(월드컵대로),교통정보수집,1,200,360도전방면,30,2016-09,051-600-0200,35.19470257,129.0637844,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 동구 초량3동 1185(충장대로),교통정보수집,1,200,360도전방면,30,2017-08,051-600-0200,35.11606791,129.0444729,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 중구 중앙동4가 87(충장대로),교통정보수집,1,41,360도전방면,30,2010-05,051-600-0200,35.10537966,129.0374041,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 동구 초량동 1171-8,교통정보수집,1,200,360도전방면,30,2015-12,051-600-0200,35.12477849,129.0490945,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 수영구 민락동 14(수영로),교통정보수집,1,130,360도전방면,30,2014-06,051-600-0200,35.16541935,129.1256505,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 수영구 민락동 14-32(광남로),교통정보수집,1,130,360도전방면,30,2013-06,051-600-0200,35.15989213,129.1281402,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 중구 남포동6가 85(중앙대로),교통정보수집,1,200,360도전방면,30,2016-09,051-600-0200,35.0984255,129.0276775,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 중구 보수동1가 141-1(대청로),교통정보수집,1,130,360도전방면,30,2013-06,051-600-0200,35.10311485,129.0279035,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 서구 암남동 221-1(감천로),교통정보수집,1,200,360도전방면,30,2017-08,051-600-0200,35.07859786,129.0188882,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 기장군 정관읍 월평리 141-74(산단로),교통정보수집,1,130,360도전방면,30,2014-11,051-600-0200,35.35761221,129.1410394,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 기장군 장안읍 좌천리 473-6,교통정보수집,1,130,360도전방면,30,2013-08,051-600-0200,35.31846318,129.239965,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 기장군 기장읍 동부리13-4(국도14호),교통정보수집,1,200,360도전방면,30,2017-08,051-600-0200,35.25155612,129.2210098,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 남구 문현동 13-2(전포대로),교통정보수집,1,200,360도전방면,30,2016-09,051-600-0200,35.14590064,129.073392,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 연제구 연산동 419(과정로),교통정보수집,1,200,360도전방면,30,2016-09,051-600-0200,35.149225,129.065318,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 연제구 연산동 104(반송로),교통정보수집,1,41,360도전방면,30,2010-05,051-600-0200,35.187755,129.107297,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 연제구 연산7동 948(연수로),교통정보수집,1,200,360도전방면,30,2016-09,051-600-0200,35.191875,129.089358,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 수영구 수영동 464(연수로),교통정보수집,1,200,360도전방면,30,2018-07,051-600-0200,35.174558,129.086591,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 금정구 금사동 113-25반송로,교통정보수집,1,200,360도전방면,30,2015-08,051-600-0200,35.172775,129.103547,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 해운대구 좌동 1473해운대로,교통정보수집,1,200,360도전방면,30,2016-09,051-600-0200,35.2167619,129.1178377,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 해운대구 송정동 305-5해운대로,교통정보수집,1,200,360도전방면,30,2017-08,051-600-0200,35.169121,129.175823,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 영도구 봉래2동 42태종로,교통정보수집,1,41,360도전방면,30,2010-05,051-600-0200,35.180484,129.198645,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 영도구 영선1가 52태종로,교통정보수집,1,200,360도전방면,30,2015-08,051-600-0200,35.092924,129.044895,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 사상구 삼락동 73-10낙동대로,교통정보수집,1,200,360도전방면,30,2017-08,051-600-0200,35.092215,129.039845,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 부산진구 부전2동 503-15가야대로,교통정보수집,1,200,360도전방면,30,2017-11,051-600-0200,35.15717855,129.0567513,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 사상구 감전1동 168-17 가야대로,교통정보수집,1,200,360도전방면,30,2018-07,051-600-0200,35.15632894,129.0556119,2019-10-31
"부산광역시 교통정보서비스센터",,부산광역시 강서구 대저2동 3958고속도로104,교통정보수집,1,200,360도전방면,30,2015-08,051-600-0200,35.152118,128.972695,2019-10-31
